Id	Cultivar	RawCoord1	RawCoord2	RawCoord3	RawCoord4	RawCoord5	RawCoord6	RawCoord7	RawCoord8	RawCoord9	RawCoord10	RawCoord11	RawCoord12	RawCoord13	RawCoord14	RawCoord15	RawCoord16	RawCoord17	RawCoord18	RawCoord19	RawCoord20	RawCoord21	RawCoord22	RawCoord23	RawCoord24	RawCoord25	RawCoord26
23	Fr	-0.0900551172849905	0.307748249984182	-0.0439060927690803	-0.310966769669531	0.135343685638028	0.288170050768209	-0.174887302518779	0.225811494376986	-0.22399579952546	0.114570596346571	-0.232900862950628	-0.0189804695381888	-0.205690040768801	-0.148003195888841	-0.135157328482809	-0.243910023069469	0.0800085443397848	-0.268110082765661	0.174858653854516	-0.172502495710996	0.249778273143174	-0.0516388926570619	0.255674590415434	0.0833338923947293	0.210928796909611	0.194477645429071
24	Fr	-0.101317057389569	0.294793862591855	-0.0673145754093623	-0.306585254449895	0.104419659012504	0.307795615073981	-0.163945088218152	0.206068311592912	-0.209866215457673	0.105761233361763	-0.220210448124437	-0.0086313348755145	-0.185115391444104	-0.122785868019099	-0.14131177034254	-0.226570938306169	0.0767045393166867	-0.299124481092257	0.185647385005681	-0.208020662625731	0.25148765823636	-0.0578127568739606	0.269418370571658	0.0990795418040977	0.201402934242946	0.216032731818017
26	Fr	-0.100122613362246	0.280240837119939	-0.0638615527260688	-0.294454523082622	0.129620284207852	0.295270207442528	-0.177433827427238	0.193126815561602	-0.228508144169593	0.0953105444680867	-0.238025990228652	-0.0174358862293985	-0.212347568552941	-0.12676625510896	-0.143512153453495	-0.213146532390223	0.0790150049910794	-0.27865508387235	0.189074825939704	-0.18605090371661	0.269236409565096	-0.0533015127752852	0.275198896828192	0.0951997274509446	0.22166642838831	0.210662565132348
27	Fr	-0.0848771728692467	0.288147560095563	-0.0654390183100684	-0.310938205574995	0.128109290373912	0.295263820485547	-0.166170627126576	0.200598603959316	-0.226953370448874	0.103592220322752	-0.228852061104463	-0.0170576671367156	-0.203728223797543	-0.138086551382198	-0.14219028464444	-0.234215788213254	0.070760247646681	-0.278200176097684	0.179356628009531	-0.180506445438671	0.255731164529059	-0.0436473462667467	0.26834596819964	0.102367020576435	0.215907459542388	0.212682954670651
28	Fr	-0.112387817711335	0.297360722304978	-0.0174705088395325	-0.288221312253422	0.146185751698248	0.260637736059557	-0.208275874366028	0.228413600896661	-0.256436309916443	0.124898195426339	-0.261250552329036	-0.00129947246052894	-0.205389897800456	-0.124484320063979	-0.129319668887156	-0.230293597213372	0.110375338780882	-0.262775644307316	0.188035229941998	-0.176044743071185	0.251150574093912	-0.0614075145401925	0.267612422631838	0.0643975783683301	0.22717131270311	0.168818770854131
29	Fr	-0.0892241313372105	0.294977896915817	-0.0651423312318395	-0.308200442941995	0.15427811835985	0.298923859581272	-0.168338703342515	0.203254771585278	-0.216790659967436	0.0923277797361879	-0.232034131257794	-0.0326139075844038	-0.205252276439481	-0.150793668750715	-0.14678718274575	-0.243080116902959	0.0654004747933889	-0.269785126572901	0.164954934320892	-0.167284582965836	0.244986721757524	-0.034998154594905	0.266337412780445	0.104703309266603	0.227611754309926	0.212568383228557
30	Fr	-0.0785904227463204	0.288902706475681	-0.066035136441994	-0.313805732348621	0.123986722952736	0.297210521463836	-0.160265748116596	0.203142811919249	-0.218834574862487	0.100628652408098	-0.236081171350667	-0.0197073490653942	-0.204919858032066	-0.137767121980435	-0.140505443542931	-0.234495756339314	0.0694630357003325	-0.279615851450982	0.179558231518387	-0.181994102763964	0.255351902519044	-0.0438539926562263	0.264776317271119	0.104845107046781	0.212096145131443	0.216510107291292
31	Fr	-0.0955001730328587	0.288028341855819	-0.0619358146363535	-0.300142687463656	0.132754751775983	0.297298555931509	-0.169879477156987	0.199162871719864	-0.218029805395526	0.0941830857141785	-0.238487142061384	-0.0214440650054086	-0.207241019352453	-0.131709930471967	-0.14443998914497	-0.224066019221427	0.0774355078427027	-0.282155677204402	0.18045948492362	-0.185899708001853	0.255705538532809	-0.048768067783984	0.267681813285416	0.100717742874195	0.221476324420002	0.214795557057131
32	Fr	-0.0874558060553567	0.296464725870176	-0.0652616202838677	-0.309513692291693	0.126128884324921	0.304883077960638	-0.163489421581157	0.206672364759848	-0.214858980072692	0.0996585533181808	-0.231207018613441	-0.0218922270235605	-0.199614464354474	-0.139278690657793	-0.144192039031335	-0.237266921538951	0.0706367112121354	-0.278526919133026	0.175955204411617	-0.178304213091699	0.257532153180964	-0.0465385693727281	0.26927159453914	0.0954130225697411	0.206554802323545	0.208229488630869
33	Fr	-0.0977237110944098	0.28804808248525	-0.0658160969273203	-0.303553419479493	0.124336413634374	0.300196582701284	-0.171203955916287	0.201028686230756	-0.220103027184679	0.100731925445641	-0.231069803101282	-0.0144411162603709	-0.201431551403772	-0.127044944124455	-0.137720100488272	-0.219993921472257	0.0774425648015644	-0.282443848536193	0.193162508653977	-0.19917111859703	0.256341596871291	-0.0599953307471665	0.258731476148453	0.0978874355400804	0.215053686006363	0.218750986813953
34	Fr	-0.0854411648777035	0.299640256964807	-0.0528017407908384	-0.31465961375459	0.120529959824135	0.289563761867759	-0.162794951484857	0.214059585274813	-0.219930542822574	0.109472401424854	-0.236446188455021	-0.0137656037721726	-0.201126235266711	-0.135634073120919	-0.135713269649462	-0.236611575153598	0.0791012256911581	-0.284553455922619	0.178243341130725	-0.186667864712508	0.245436585467562	-0.0475967341366062	0.260346759903111	0.0986244196244092	0.210596221330476	0.208128495416371
35	Fr	-0.0621094117725548	0.293384397172416	-0.0716961802705832	-0.314458664609598	0.109667870751558	0.315807963430654	-0.142552703070818	0.206839123750343	-0.197295461508267	0.0972038158967313	-0.223704342223666	-0.0273239325368431	-0.207681582127622	-0.146018851260807	-0.150997093079352	-0.240275307838214	0.0688917963451821	-0.292316018736045	0.17523070879582	-0.189754674326992	0.249891829122327	-0.0432231062831642	0.258767675220353	0.111788765321175	0.193586893817622	0.228346490020344
36	Fr	-0.0990837805292005	0.284962662863434	-0.0608370389720162	-0.299830496571955	0.131713491207687	0.299541968234489	-0.180172022853621	0.202063703067558	-0.22300664524227	0.0994256682968804	-0.234413944227286	-0.0162625101117718	-0.202017884572345	-0.128607289935803	-0.141036108917794	-0.222663325852498	0.0777281076559908	-0.283630585170243	0.181086852761556	-0.186436030704258	0.257716499953921	-0.0486520359324902	0.27705968858388	0.0942359932602375	0.215262785151498	0.20585227855642
37	Fr	-0.110731065912571	0.293037816142092	-0.0260809014419642	-0.31533833543904	0.113241806545937	0.264956302762488	-0.202123936436473	0.232222948564032	-0.248499273812959	0.137440382539713	-0.247405517526828	0.015801342129563	-0.187579420793456	-0.107043378752648	-0.110289595495732	-0.220591529727597	0.0996649563863947	-0.289125782263971	0.1926386731632	-0.198019071030243	0.249397568994106	-0.0633649513428485	0.268628302375109	0.0722851034664033	0.209138403955238	0.177739152952056
38	Fr	-0.0978218227641651	0.276084218735783	-0.0666541902111405	-0.300870676216043	0.118818136461751	0.313062674745035	-0.177694965865762	0.196605164108879	-0.218389781170544	0.10056764754474	-0.228792587870631	-0.00870958459537335	-0.193186930493188	-0.116028680386916	-0.135618035189991	-0.21247883035559	0.0763107940656667	-0.296561621128013	0.18976589382825	-0.209029707828154	0.26183662393634	-0.0645732988208566	0.265051105798428	0.0985410419737787	0.206375759474985	0.22339165222273
39	Fr	-0.0991349016626196	0.294171284555339	-0.0654648963780701	-0.311288448286154	0.118902755982501	0.2984591613847	-0.167934375501489	0.205014104822622	-0.219429800589295	0.104338896702249	-0.225785188727373	-0.0135558339178957	-0.196047716384119	-0.130925851961201	-0.133994652057386	-0.226871795170405	0.0699749017566213	-0.285373061959353	0.181281936763868	-0.191702639985514	0.256117462680011	-0.0525934919402225	0.268793742657273	0.0980409318495411	0.212720731460078	0.212286743906294
40	Fr	-0.0893477045171119	0.286632682958328	-0.0606050323130192	-0.307470274300496	0.109136579199407	0.292522012611302	-0.16802247611483	0.212648335815268	-0.206964997910553	0.106796760653432	-0.231982854213817	-0.0124641339581321	-0.204334524906715	-0.127444063467321	-0.14118156170986	-0.224147546893403	0.0829908328681382	-0.294817374792648	0.188994908301943	-0.201840546167298	0.250132667964284	-0.0526186648013839	0.263268820647975	0.104517616671417	0.207915342704159	0.217685195670935
41	Fr	-0.0971381329057459	0.302129623767123	-0.0586028364409825	-0.306961138729406	0.127268045792672	0.288817514668665	-0.169199697575833	0.213185440598334	-0.219810284298301	0.104616410723978	-0.234920795498653	-0.0195009825361	-0.19850060505979	-0.139628388624018	-0.143569772740209	-0.240178644254176	0.075617851744758	-0.274069447556603	0.175684457075203	-0.174038269165232	0.257064321236445	-0.0460188202393083	0.269809722047878	0.091794166870931	0.216297726622558	0.199852534475811
42	Fr	-0.0850137485152602	0.278405685430356	-0.0651782674530931	-0.306991300745623	0.146942566646542	0.310471489920574	-0.17139168454572	0.196308453023019	-0.213820150755632	0.0929768592984284	-0.225982522009674	-0.0250846705120544	-0.203863364748918	-0.138480335669207	-0.142571917753886	-0.228213228678877	0.0691104885973598	-0.292832625727329	0.164868357598481	-0.187583769263622	0.242565029531826	-0.0419427828205708	0.261179718766425	0.113588851471913	0.223155494641551	0.229377374272992
44	Fr	-0.123519149878722	0.294063303181287	-0.0644319415487107	-0.298847339829373	0.142117062665831	0.290365463068995	-0.188126416480352	0.205523021185182	-0.221128492557131	0.0991238894121804	-0.23139334942646	-0.0196970862197941	-0.199273809140023	-0.133355995793887	-0.140933926595765	-0.226952594100881	0.0715399594060989	-0.264598264531129	0.183309226304398	-0.175233480531136	0.266689271063197	-0.0542489295981756	0.275373479922867	0.0850859280179177	0.229778086264772	0.198772085738814
45	Fr	-0.0917593559480565	0.311260015825944	-0.0469067251927179	-0.306562574655768	0.148443029987605	0.285711479925147	-0.167650899240886	0.214759854872132	-0.226602628616163	0.10249774694185	-0.242437595031259	-0.0271363423429522	-0.210915006412214	-0.150331603743491	-0.140643985981139	-0.243739597342711	0.0799121526538482	-0.264974908489904	0.170763229960075	-0.165017124259632	0.241829520578501	-0.0390211033429154	0.2644942257948	0.089411809199477	0.221474037447606	0.193142347412824
46	Fr	-0.0803746461660632	0.323748588232868	-0.0415919644513292	-0.32112360172202	0.125641866282401	0.288381590920219	-0.162542447081545	0.234586625945485	-0.227604751953568	0.124116997208465	-0.228280100591267	-0.0135140671230531	-0.188862931705941	-0.152357260541642	-0.132744155776142	-0.262608949264536	0.0781731356910093	-0.267015652307367	0.174777601695987	-0.177306147671066	0.234652623412976	-0.0520436689301822	0.248269300294347	0.083573716765182	0.200486470349137	0.191561828487646
47	Fr	-0.111287097290965	0.289814521866223	-0.0604128060497548	-0.304057894874942	0.138838217320481	0.299093327165019	-0.184854638700604	0.203638719986283	-0.226305841666537	0.101962679455896	-0.232937492882265	-0.013892207328608	-0.194978307139829	-0.126839361778722	-0.134585820920576	-0.224053095627981	0.073577090328517	-0.276821007731955	0.18081042157023	-0.180544516645858	0.26663080535717	-0.0586914095710521	0.265352835735553	0.0851370703570179	0.22015263433858	0.20525317472868
48	Fr	-0.0905577372093829	0.296122065366873	-0.0641097527068639	-0.315742008677154	0.136012333299381	0.304044237667403	-0.167820291139308	0.207074678375475	-0.214753464676486	0.0985127339930614	-0.231101431595132	-0.0232658246034887	-0.197024626261297	-0.139095683195284	-0.132695006535843	-0.234196913806161	0.0636599255129912	-0.279756688662868	0.170825737505699	-0.181746496115287	0.249869626681835	-0.0471567785919301	0.26258572402849	0.100310913663518	0.215108963095916	0.214895764585843
49	Fr	-0.1045820840266	0.29482907886394	-0.0769202032014805	-0.304954159387934	0.113274848957241	0.31098784325036	-0.167155308705225	0.206830882603258	-0.200331893228836	0.101051129774732	-0.209351205362846	-0.0190416641767338	-0.191429835167445	-0.134998790752873	-0.145531318312961	-0.229400206198602	0.067342919991526	-0.288854242392625	0.183713267746141	-0.200369932537265	0.257993042996759	-0.0580078796842221	0.265659648075886	0.100439404929883	0.207318120237841	0.221488535708081
50	Fr	-0.0798213137932547	0.298980263126663	-0.0602571066535017	-0.322077721172013	0.121860449507656	0.305077193613225	-0.158560080922196	0.21002401755772	-0.218159272851179	0.107322481380643	-0.231218603821153	-0.0146878463489702	-0.193635967361467	-0.135712491922801	-0.127771659926785	-0.23681087202341	0.0677682400031495	-0.285098000547841	0.17712192209447	-0.19197978908377	0.245954370973619	-0.0525778514587091	0.253373692974258	0.100252030399059	0.203345329776384	0.217288586480203
51	Fr	-0.0929812968330906	0.286287574274611	-0.0727147640663218	-0.300601946471692	0.116204277903911	0.309734330903936	-0.165361439797193	0.19564799195317	-0.214734788595386	0.0942974126439886	-0.231199226013305	-0.0169504549581533	-0.193282754518844	-0.126333928633615	-0.150584873412275	-0.227264574449808	0.0724027094174101	-0.289760279374781	0.180563785948338	-0.187474951696644	0.268182770072061	-0.0501187908883085	0.277734004235834	0.098644814805605	0.205771595658862	0.213892801891691
52	Fr	-0.11079137878487	0.30769531180583	-0.0431291316076253	-0.301752636899017	0.144238999517342	0.287954922624636	-0.178629362561088	0.211240913969561	-0.233473708449079	0.105543302166693	-0.240622064107163	-0.014684557115316	-0.199411241944543	-0.132468456450865	-0.132098368453654	-0.230613121629095	0.0849477939414575	-0.27235423191824	0.178635991522195	-0.182099476169701	0.246558880333563	-0.0572537114237896	0.258897694313055	0.0826023667109305	0.224875896280409	0.196189374328371
53	Fr	-0.106511759779878	0.297703311520749	-0.0549429565426944	-0.300406609658074	0.132530264338462	0.281168829716863	-0.17496909584741	0.207924954762269	-0.225831025346581	0.102036744011262	-0.239389800930267	-0.0195298766562489	-0.210051157630068	-0.136835267870092	-0.142680774609712	-0.228909150460665	0.080192673036709	-0.271482995202647	0.179650161869029	-0.172859301590994	0.259732529701169	-0.04557029821772	0.27608278655419	0.0904070685283255	0.226188155187051	0.196352591116973
54	Fr	-0.087506554726031	0.292719369379241	-0.0605006406887681	-0.311657806827341	0.137559193501015	0.300824380671128	-0.169303712431691	0.206434091524024	-0.217770364322833	0.0990578506548115	-0.234776871748798	-0.0212742485062997	-0.198816650236754	-0.13775292832579	-0.137851857105073	-0.235533099098116	0.070308518698211	-0.280930512806534	0.171681430536698	-0.180828714632784	0.249238985508516	-0.0464008546589956	0.260554858112842	0.100664885083867	0.217183664902667	0.214677587542789
56	Fr	-0.0669573061081618	0.289743136541496	-0.0688536786628629	-0.325332051874279	0.105143127277367	0.29808638144225	-0.150507970825397	0.218176654413787	-0.19680952405695	0.109138130374221	-0.223060570421184	-0.0196501408289902	-0.205067612587791	-0.143869232231942	-0.141379148463904	-0.241686013703501	0.0678603716047793	-0.292165406400819	0.178854360639341	-0.192737390005579	0.245998466892648	-0.0423163254221695	0.254672973070512	0.115311310719141	0.200106511641603	0.227300946976384
57	Fr	-0.0621481808587031	0.283085815007591	-0.0754695969996884	-0.309638220993242	0.121167826003481	0.308551910249654	-0.145902880239157	0.192513525615386	-0.212341807386078	0.0888311873204742	-0.244453209645837	-0.0257720929860776	-0.213226753094491	-0.140072046122853	-0.151227271634316	-0.235203965000843	0.0684133082494833	-0.271530607618307	0.18911245073579	-0.186391132129278	0.25827251455137	-0.0444137509523131	0.261597285744729	0.111974200011458	0.206206314573418	0.22806517759835
58	Fr	-0.0951602421521785	0.277644513001948	-0.0774106199979529	-0.29804217872024	0.135165807981178	0.285851476219291	-0.170771584077597	0.18999464360663	-0.225359120623517	0.090944576385978	-0.23489829303208	-0.0239048939816923	-0.210849366570669	-0.137718120811283	-0.158137103569668	-0.230303838112604	0.0702296295453721	-0.268727850495987	0.18552012226791	-0.172411275115709	0.265050270448668	-0.0342524528914481	0.283994115182657	0.108449456111994	0.232626384597876	0.212475944803122
59	Fr	-0.0939671942429414	0.287157597727529	-0.065361857491159	-0.312112936677787	0.113886617524628	0.289432048747856	-0.170878082475773	0.210027349671679	-0.217291503756786	0.110465544741314	-0.223761575604186	-0.0104782170674862	-0.201209527573236	-0.132364074027899	-0.140647356623158	-0.230236782322088	0.0744870278445459	-0.284143537836505	0.186881112865121	-0.190242314729894	0.259626415219329	-0.0506157101488055	0.266691281198068	0.100490338496293	0.211544643115545	0.212620693425793
60	Fr	-0.0903881832020169	0.281745779761974	-0.0684531765740977	-0.314757628057312	0.131067453109625	0.295849606715934	-0.168388663863318	0.198197167102101	-0.218684263434401	0.100658881149588	-0.218276882415626	-0.0168021573453924	-0.198835665506923	-0.136365765606532	-0.138494982244511	-0.230041470489666	0.0649852012223245	-0.296913846357654	0.165189360425832	-0.188223561214985	0.24455516612847	-0.0373640617733547	0.269577523061852	0.117379109269592	0.226147113292788	0.226637946845708
61	Fr	-0.0959823022920493	0.294358722043703	-0.0641988084778346	-0.303507212460017	0.134062861001161	0.298628676253832	-0.172394805402658	0.20695558916202	-0.217261986401945	0.100003220702517	-0.228913170844125	-0.0217001890252746	-0.19923672400364	-0.139363938014688	-0.145788805782861	-0.235301428758643	0.0734309975434044	-0.27739005110485	0.177134527447197	-0.179731592951207	0.255811983863078	-0.0480898087293745	0.267229112767293	0.0960159296649722	0.21610712058298	0.20912208321701
62	Fr	-0.0889640211618954	0.292946462360942	-0.0596225187014917	-0.29211540403933	0.145197366104583	0.296985626214967	-0.172295957508378	0.201377547551043	-0.227265161105981	0.093895427976153	-0.242809584960759	-0.0264808688540685	-0.207285375638765	-0.141924673849089	-0.153265671127249	-0.236385945641816	0.0814931393198742	-0.268297317313287	0.179424322520704	-0.172851132626085	0.254408413235797	-0.0438195657268152	0.270899032463012	0.0937573420161277	0.220086016560549	0.202912501931258
